arxiv_id	published	updated	pillar	branch	title	authors	categories	inclusion_note	source_url	pdf_url	local_file	abstract
2502.08482	2025-02-12	2025-02-12	architecture	recurrent depth	Enhancing Auto-regressive Chain-of-Thought through Loop-Aligned Reasoning	Qifan Yu; Zhenyu He; Sijie Li; Xun Zhou; Jun Zhang; Jingjing Xu; Di He	cs.CL; cs.AI; cs.LG	Loop-aligned reasoning transfers length-general traces	https://arxiv.org/abs/2502.08482	https://arxiv.org/pdf/2502.08482	paper/2025/2502.08482_enhancing_auto_regressive_chain_of_thought_through_loop_aligned_reasonin.pdf	Chain-of-Thought (CoT) prompting has emerged as a powerful technique for enhancing language model's reasoning capabilities. However, generating long and correct CoT trajectories is challenging. Recent studies have demonstrated that Looped Transformers possess remarkable length generalization capabilities, but their limited generality and adaptability prevent them from serving as an alternative to auto-regressive solutions. To better leverage the strengths of Looped Transformers, we propose RELAY (REasoning through Loop Alignment iterativelY). Specifically, we align the steps of Chain-of-Thought (CoT) reasoning with loop iterations and apply intermediate supervision during the training of Looped Transformers. This additional iteration-wise supervision not only preserves the Looped Transformer's ability for length generalization but also enables it to predict CoT reasoning steps for unseen data. Therefore, we leverage this Looped Transformer to generate accurate reasoning chains for complex problems that exceed the training length, which will then be used to fine-tune an auto-regressive model. We conduct extensive experiments, and the results demonstrate the effectiveness of our approach, with significant improvements in the performance of the auto-regressive model. Code will be released at https://github.com/qifanyu/RELAY.
2210.03050	2022-10-06	2024-01-12	related-survey	NLP generalization	State-of-the-art generalisation research in NLP: A taxonomy and review	Dieuwke Hupkes; Mario Giulianelli; Verna Dankers; Mikel Artetxe; Yanai Elazar; Tiago Pimentel; Christos Christodoulopoulos; Karim Lasri; Naomi Saphra; Arabella Sinclair; Dennis Ulmer; Florian Schottmann; Khuyagbaatar Batsuren; Kaiser Sun; Koustuv Sinha; Leila Khalatbari; Maria Ryskina; Rita Frieske; Ryan Cotterell; Zhijing Jin	cs.CL; cs.AI	Foundational taxonomy of distribution shifts in NLP	https://arxiv.org/abs/2210.03050	https://arxiv.org/pdf/2210.03050	paper/foundations/2210.03050_state_of_the_art_generalisation_research_in_nlp_a_taxonomy_and_review.pdf	The ability to generalise well is one of the primary desiderata of natural language processing (NLP). Yet, what 'good generalisation' entails and how it should be evaluated is not well understood, nor are there any evaluation standards for generalisation. In this paper, we lay the groundwork to address both of these issues. We present a taxonomy for characterising and understanding generalisation research in NLP. Our taxonomy is based on an extensive literature review of generalisation research, and contains five axes along which studies can differ: their main motivation, the type of generalisation they investigate, the type of data shift they consider, the source of this data shift, and the locus of the shift within the modelling pipeline. We use our taxonomy to classify over 400 papers that test generalisation, for a total of more than 600 individual experiments. Considering the results of this review, we present an in-depth analysis that maps out the current state of generalisation research in NLP, and we make recommendations for which areas might deserve attention in the future. Along with this paper, we release a webpage where the results of our review can be dynamically explored, and which we intend to update as new NLP generalisation studies are published. With this work, we aim to take steps towards making state-of-the-art generalisation testing the new status quo in NLP.
2108.13624	2021-08-31	2023-07-27	related-survey	OOD generalization	Towards Out-Of-Distribution Generalization: A Survey	Jiashuo Liu; Zheyan Shen; Yue He; Xingxuan Zhang; Renzhe Xu; Han Yu; Peng Cui	cs.LG	Foundational survey of out-of-distribution generalization	https://arxiv.org/abs/2108.13624	https://arxiv.org/pdf/2108.13624	paper/foundations/2108.13624_towards_out_of_distribution_generalization_a_survey.pdf	Traditional machine learning paradigms are based on the assumption that both training and test data follow the same statistical pattern, which is mathematically referred to as Independent and Identically Distributed ($i.i.d.$). However, in real-world applications, this $i.i.d.$ assumption often fails to hold due to unforeseen distributional shifts, leading to considerable degradation in model performance upon deployment. This observed discrepancy indicates the significance of investigating the Out-of-Distribution (OOD) generalization problem. OOD generalization is an emerging topic of machine learning research that focuses on complex scenarios wherein the distributions of the test data differ from those of the training data. This paper represents the first comprehensive, systematic review of OOD generalization, encompassing a spectrum of aspects from problem definition, methodological development, and evaluation procedures, to the implications and future directions of the field. Our discussion begins with a precise, formal characterization of the OOD generalization problem. Following that, we categorize existing methodologies into three segments: unsupervised representation learning, supervised model learning, and optimization, according to their positions within the overarching learning process. We provide an in-depth discussion on representative methodologies for each category, further elucidating the theoretical links between them. Subsequently, we outline the prevailing benchmark datasets employed in OOD generalization studies. To conclude, we overview the existing body of work in this domain and suggest potential avenues for future research on OOD generalization. A summary of the OOD generalization methodologies surveyed in this paper can be accessed at http://out-of-distribution-generalization.com.
1711.00350	2017-10-31	2018-06-06	analysis	behavioral observations	Generalization without systematicity: On the compositional skills of sequence-to-sequence recurrent networks	Brenden M. Lake; Marco Baroni	cs.CL; cs.AI; cs.LG	Foundational SCAN study of systematic compositional generalization	https://arxiv.org/abs/1711.00350	https://arxiv.org/pdf/1711.00350	paper/foundations/1711.00350_generalization_without_systematicity_on_the_compositional_skills_of_sequ.pdf	"Humans can understand and produce new utterances effortlessly, thanks to their compositional skills. Once a person learns the meaning of a new verb ""dax,"" he or she can immediately understand the meaning of ""dax twice"" or ""sing and dax."" In this paper, we introduce the SCAN domain, consisting of a set of simple compositional navigation commands paired with the corresponding action sequences. We then test the zero-shot generalization capabilities of a variety of recurrent neural networks (RNNs) trained on SCAN with sequence-to-sequence methods. We find that RNNs can make successful zero-shot generalizations when the differences between training and test commands are small, so that they can apply ""mix-and-match"" strategies to solve the task. However, when generalization requires systematic compositional skills (as in the ""dax"" example above), RNNs fail spectacularly. We conclude with a proof-of-concept experiment in neural machine translation, suggesting that lack of systematicity might be partially responsible for neural networks' notorious training data thirst."
2511.00066	2025-10-29	2026-05-13	training	post-training/RL	Sharpness-Guided Group Relative Policy Optimization via Probability Shaping	Tue Le; Linh Ngo Van; Trung Le	cs.LG	Sharpness-guided GRPO with cross-benchmark and out-domain evaluation	https://arxiv.org/abs/2511.00066	https://arxiv.org/pdf/2511.00066	paper/2025/2511.00066_sharpness_guided_group_relative_policy_optimization_via_probability_shap.pdf	Reinforcement learning with verifiable rewards (RLVR) has become a practical route to improve large language model reasoning, and Group Relative Policy Optimization (GRPO) is a widely used optimizer in this setting. However, RLVR training is typically performed with limited control over generalization. We revisit GRPO through a robustness-based generalization view, where the generalization loss is upper bounded by a combination of the empirical loss and a sharpness surrogate measured by the gradient norm. Building on this perspective, we propose Sharpness-Guided GRPO (GRPO-SG), a simple token-weighted variant of GRPO that downweights tokens likely to cause overly large gradients, reducing sharp updates and stabilizing optimization, thereby improving generalization. Experiments across mathematical reasoning, logic puzzles and tool-augmented question answering show consistent improvements over GRPO, along with smoother gradient-norm trajectories, supporting GRPO-SG as a simple and effective generalization-oriented upgrade to GRPO for RLVR.
2410.13502	2024-10-17	2025-02-14	analysis	behavioral observations	MathGAP: Out-of-Distribution Evaluation on Problems with Arbitrarily Complex Proofs	Andreas Opedal; Haruki Shirakami; Bernhard Schölkopf; Abulhair Saparov; Mrinmaya Sachan	cs.LG; cs.AI; cs.CL	Controlled easy-to-hard shifts in proof-tree depth, width, nonlinearity, and sentence order	https://arxiv.org/abs/2410.13502	https://arxiv.org/pdf/2410.13502	paper/foundations/2410.13502_mathgap_out_of_distribution_evaluation_on_problems_with_arbitrarily_comp.pdf	Large language models (LLMs) can solve arithmetic word problems with high accuracy, but little is known about how well they generalize to more complex problems. This is difficult to study, as (i) much of the available evaluation data has already been seen by the most capable models during training, and (ii) existing benchmarks do not capture how problem proofs may be arbitrarily complex in various ways. In this paper, we present a data-generation framework for evaluating LLMs on problems with arbitrarily complex arithmetic proofs, called MathGAP. MathGAP generates problem statements and chain-of-thought reasoning traces according to specifications about their arithmetic proof structure, enabling systematic studies on easy-to-hard generalization with respect to complexity of proof trees. Using MathGAP, we find that LLMs show a significant decrease in performance as proofs get deeper and wider. This effect is more pronounced in complex, nonlinear proof structures, which are challenging even for the most capable models. The models are also sensitive to simple changes in sentence ordering. However, they remain capable of solving some complex problems, suggesting that reasoning generalization is noisy.
2410.05229	2024-10-07	2025-08-27	analysis	behavioral observations	GSM-Symbolic: Understanding the Limitations of Mathematical Reasoning in Large Language Models	Iman Mirzadeh; Keivan Alizadeh; Hooman Shahrokhi; Oncel Tuzel; Samy Bengio; Mehrdad Farajtabar	cs.AI; cs.CL	Symbolic GSM8K instantiations and irrelevant-clause perturbations expose surface brittleness	https://arxiv.org/abs/2410.05229	https://arxiv.org/pdf/2410.05229	paper/foundations/2410.05229_gsm_symbolic_understanding_the_limitations_of_mathematical_reasoning_in.pdf	Recent advancements in Large Language Models (LLMs) have sparked interest in their formal reasoning capabilities, particularly in mathematics. The GSM8K benchmark is widely used to assess the mathematical reasoning of models on grade-school-level questions. While the performance of LLMs on GSM8K has significantly improved in recent years, it remains unclear whether their mathematical reasoning capabilities have genuinely advanced, raising questions about the reliability of the reported metrics. To address these concerns, we conduct a large-scale study on several SOTA open and closed models. To overcome the limitations of existing evaluations, we introduce GSM-Symbolic, an improved benchmark created from symbolic templates that allow for the generation of a diverse set of questions. GSM-Symbolic enables more controllable evaluations, providing key insights and more reliable metrics for measuring the reasoning capabilities of models. Our findings reveal that LLMs exhibit noticeable variance when responding to different instantiations of the same question. Specifically, the performance of all models declines when only the numerical values in the question are altered in the GSM-Symbolic benchmark. Furthermore, we investigate the fragility of mathematical reasoning in these models and show that their performance significantly deteriorates as the number of clauses in a question increases. We hypothesize that this decline is because current LLMs cannot perform genuine logical reasoning; they replicate reasoning steps from their training data. Adding a single clause that seems relevant to the question causes significant performance drops (up to 65%) across all state-of-the-art models, even though the clause doesn't contribute to the reasoning chain needed for the final answer. Overall, our work offers a more nuanced understanding of LLMs' capabilities and limitations in mathematical reasoning.
2402.19255	2024-02-29	2024-07-02	analysis	behavioral observations	GSM-Plus: A Comprehensive Benchmark for Evaluating the Robustness of LLMs as Mathematical Problem Solvers	Qintong Li; Leyang Cui; Xueliang Zhao; Lingpeng Kong; Wei Bi	cs.CL	Solved GSM8K problems fail under changed statements and question targets	https://arxiv.org/abs/2402.19255	https://arxiv.org/pdf/2402.19255	paper/foundations/2402.19255_gsm_plus_a_comprehensive_benchmark_for_evaluating_the_robustness_of_llms.pdf	Large language models (LLMs) have achieved impressive performance across various mathematical reasoning benchmarks. However, there are increasing debates regarding whether these models truly understand and apply mathematical knowledge or merely rely on shortcuts for mathematical reasoning. One essential and frequently occurring evidence is that when the math questions are slightly changed, LLMs can behave incorrectly. This motivates us to evaluate the robustness of LLMs' math reasoning capability by testing a wide range of question variations. We introduce the adversarial grade school math (GSM-Plus) dataset, an extension of GSM8K augmented with various mathematical perturbations. Our experiments on 25 LLMs and 4 prompting techniques show that while LLMs exhibit different levels of math reasoning abilities, their performances are far from robust. In particular, even for problems that have been solved in GSM8K, LLMs can make mistakes when new statements are added or the question targets are altered. We also explore whether more robust performance can be achieved by composing existing prompting methods, in which we try an iterative method that generates and verifies each intermediate thought based on its reasoning goal and calculation result.
2409.13728	2024-09-09	2024-10-24	analysis	behavioral observations	Rule Extrapolation in Language Models: A Study of Compositional Generalization on OOD Prompts	Anna Mészáros; Szilvia Ujváry; Wieland Brendel; Patrik Reizinger; Ferenc Huszár	cs.CL; cs.LG; stat.ML	Rule-governed formal-language reasoning tested on OOD prompts	https://arxiv.org/abs/2409.13728	https://arxiv.org/pdf/2409.13728	paper/foundations/2409.13728_rule_extrapolation_in_language_models_a_study_of_compositional_generaliz.pdf	LLMs show remarkable emergent abilities, such as inferring concepts from presumably out-of-distribution prompts, known as in-context learning. Though this success is often attributed to the Transformer architecture, our systematic understanding is limited. In complex real-world data sets, even defining what is out-of-distribution is not obvious. To better understand the OOD behaviour of autoregressive LLMs, we focus on formal languages, which are defined by the intersection of rules. We define a new scenario of OOD compositional generalization, termed rule extrapolation. Rule extrapolation describes OOD scenarios, where the prompt violates at least one rule. We evaluate rule extrapolation in formal languages with varying complexity in linear and recurrent architectures, the Transformer, and state space models to understand the architectures' influence on rule extrapolation. We also lay the first stones of a normative theory of rule extrapolation, inspired by the Solomonoff prior in algorithmic information theory.
2402.04875	2024-02-07	2025-05-28	analysis	theoretical analysis	On Provable Length and Compositional Generalization	Kartik Ahuja; Amin Mansouri	cs.LG; cs.CL; stat.ML	Learnability conditions for length and compositional generalization across architectures	https://arxiv.org/abs/2402.04875	https://arxiv.org/pdf/2402.04875	paper/foundations/2402.04875_on_provable_length_and_compositional_generalization.pdf	Out-of-distribution generalization capabilities of sequence-to-sequence models can be studied from the lens of two crucial forms of generalization: length generalization -- the ability to generalize to longer sequences than ones seen during training, and compositional generalization: the ability to generalize to token combinations not seen during training. In this work, we provide first provable guarantees on length and compositional generalization for common sequence-to-sequence models -- deep sets, transformers, state space models, and recurrent neural nets -- trained to minimize the prediction error. We show that \emph{limited capacity} versions of these different architectures achieve both length and compositional generalization provided the training distribution is sufficiently diverse. In the first part, we study structured limited capacity variants of different architectures and arrive at the generalization guarantees with limited diversity requirements on the training distribution. In the second part, we study limited capacity variants with less structural assumptions and arrive at generalization guarantees but with more diversity requirements on the training distribution. Further, we also show that chain-of-thought supervision enables length generalization in higher capacity counterparts of the different architectures we study.
2402.09371	2024-02-14	2024-02-14	analysis	behavioral observations	Transformers Can Achieve Length Generalization But Not Robustly	Yongchao Zhou; Uri Alon; Xinyun Chen; Xuezhi Wang; Rishabh Agarwal; Denny Zhou	cs.LG; cs.AI; cs.CL	Short-to-long arithmetic transfer is possible but seed- and format-fragile	https://arxiv.org/abs/2402.09371	https://arxiv.org/pdf/2402.09371	paper/foundations/2402.09371_transformers_can_achieve_length_generalization_but_not_robustly.pdf	Length generalization, defined as the ability to extrapolate from shorter training sequences to longer test ones, is a significant challenge for language models. This issue persists even with large-scale Transformers handling relatively straightforward tasks. In this paper, we test the Transformer's ability of length generalization using the task of addition of two integers. We show that the success of length generalization is intricately linked to the data format and the type of position encoding. Using the right combination of data format and position encodings, we show for the first time that standard Transformers can extrapolate to a sequence length that is 2.5x the input length. Nevertheless, unlike in-distribution generalization, length generalization remains fragile, significantly influenced by factors like random weight initialization and training data order, leading to large variances across different random seeds.
2406.01895	2024-06-04	2024-06-04	architecture	positional structure	Explicitly Encoding Structural Symmetry is Key to Length Generalization in Arithmetic Tasks	Mahdi Sabbaghi; George Pappas; Hamed Hassani; Surbhi Goel	cs.LG; cs.CL; stat.ML	Structural number encoding and custom positions enable 5-to-50-digit extrapolation	https://arxiv.org/abs/2406.01895	https://arxiv.org/pdf/2406.01895	paper/foundations/2406.01895_explicitly_encoding_structural_symmetry_is_key_to_length_generalization.pdf	Despite the success of Transformers on language understanding, code generation, and logical reasoning, they still fail to generalize over length on basic arithmetic tasks such as addition and multiplication. A major reason behind this failure is the vast difference in structure between numbers and text; For example, the numbers are typically parsed from right to left, and there is a correspondence between digits at the same position across different numbers. In contrast, for text, such symmetries are quite unnatural. In this work, we propose to encode these semantics explicitly into the model via modified number formatting and custom positional encodings. Empirically, our method allows a Transformer trained on numbers with at most 5-digits for addition and multiplication to generalize up to 50-digit numbers, without using additional data for longer sequences. We further demonstrate that traditional absolute positional encodings (APE) fail to generalize to longer sequences, even when trained with augmented data that captures task symmetries. To elucidate the importance of explicitly encoding structure, we prove that explicit incorporation of structure via positional encodings is necessary for out-of-distribution generalization. Finally, we pinpoint other challenges inherent to length generalization beyond capturing symmetries, in particular complexity of the underlying task, and propose changes in the training distribution to address them.
2405.20671	2024-05-31	2024-10-30	architecture	positional structure	Position Coupling: Improving Length Generalization of Arithmetic Transformers Using Task Structure	Hanseul Cho; Jaeyoung Cha; Pranjal Awasthi; Srinadh Bhojanapalli; Anupam Gupta; Chulhee Yun	cs.LG; cs.AI; cs.CL	Task-aligned position coupling enables addition far beyond training lengths	https://arxiv.org/abs/2405.20671	https://arxiv.org/pdf/2405.20671	paper/foundations/2405.20671_position_coupling_improving_length_generalization_of_arithmetic_transfor.pdf	"Even for simple arithmetic tasks like integer addition, it is challenging for Transformers to generalize to longer sequences than those encountered during training. To tackle this problem, we propose position coupling, a simple yet effective method that directly embeds the structure of the tasks into the positional encoding of a (decoder-only) Transformer. Taking a departure from the vanilla absolute position mechanism assigning unique position IDs to each of the tokens, we assign the same position IDs to two or more ""relevant"" tokens; for integer addition tasks, we regard digits of the same significance as in the same position. On the empirical side, we show that with the proposed position coupling, our models trained on 1 to 30-digit additions can generalize up to 200-digit additions (6.67x of the trained length). On the theoretical side, we prove that a 1-layer Transformer with coupled positions can solve the addition task involving exponentially many digits, whereas any 1-layer Transformer without positional information cannot entirely solve it. We also demonstrate that position coupling can be applied to other algorithmic tasks such as Nx2 multiplication and a two-dimensional task."
2410.15787	2024-10-21	2025-04-17	architecture	structured scratchpads	Arithmetic Transformers Can Length-Generalize in Both Operand Length and Count	Hanseul Cho; Jaeyoung Cha; Srinadh Bhojanapalli; Chulhee Yun	cs.LG; cs.AI	Task-specific scratchpads and position coupling generalize in operand length and count	https://arxiv.org/abs/2410.15787	https://arxiv.org/pdf/2410.15787	paper/foundations/2410.15787_arithmetic_transformers_can_length_generalize_in_both_operand_length_and.pdf	Transformers often struggle with length generalization, meaning they fail to generalize to sequences longer than those encountered during training. While arithmetic tasks are commonly used to study length generalization, certain tasks are considered notoriously difficult, e.g., multi-operand addition (requiring generalization over both the number of operands and their lengths) and multiplication (requiring generalization over both operand lengths). In this work, we achieve approximately 2-3x length generalization on both tasks, which is the first such achievement in arithmetic Transformers. We design task-specific scratchpads enabling the model to focus on a fixed number of tokens per each next-token prediction step, and apply multi-level versions of \Position Coupling (Cho et al., 2024; McLeish et al., 2024) to let Transformers know the right position to attend to. On the theory side, we prove that a 1-layer Transformer using our method can solve multi-operand addition, up to operand length and operand count that are exponential in embedding dimension.
2410.06272	2024-10-08	2024-10-08	analysis	behavioral observations	The Mystery of Compositional Generalization in Graph-based Generative Commonsense Reasoning	Xiyan Fu; Anette Frank	cs.CL	Unseen relation-type combinations in graph reasoning plus structure-aware in-context learning	https://arxiv.org/abs/2410.06272	https://arxiv.org/pdf/2410.06272	paper/foundations/2410.06272_the_mystery_of_compositional_generalization_in_graph_based_generative_co.pdf	While LLMs have emerged as performant architectures for reasoning tasks, their compositional generalization capabilities have been questioned. In this work, we introduce a Compositional Generalization Challenge for Graph-based Commonsense Reasoning (CGGC) that goes beyond previous evaluations that are based on sequences or tree structures - and instead involves a reasoning graph: It requires models to generate a natural sentence based on given concepts and a corresponding reasoning graph, where the presented graph involves a previously unseen combination of relation types. To master this challenge, models need to learn how to reason over relation tupels within the graph, and how to compose them when conceptualizing a verbalization. We evaluate seven well-known LLMs using in-context learning and find that performant LLMs still struggle in compositional generalization. We investigate potential causes of this gap by analyzing the structures of reasoning graphs, and find that different structures present varying levels of difficulty for compositional generalization. Arranging the order of demonstrations according to the structures' difficulty shows that organizing samples in an easy-to-hard schema enhances the compositional generalization ability of LLMs.
2406.17038	2024-06-24	2024-06-24	analysis	contamination-resistant evaluation	modeLing: A Novel Dataset for Testing Linguistic Reasoning in Language Models	Nathan A. Chi; Teodor Malchev; Riley Kong; Ryan A. Chi; Lucas Huang; Ethan A. Chi; R. Thomas McCoy; Dragomir Radev	cs.CL	New linguistic olympiad puzzles provide contamination-resistant inductive reasoning evaluation	https://arxiv.org/abs/2406.17038	https://arxiv.org/pdf/2406.17038	paper/foundations/2406.17038_modeling_a_novel_dataset_for_testing_linguistic_reasoning_in_language_mo.pdf	We introduce modeLing, a novel benchmark of Linguistics Olympiad-style puzzles which tests few-shot reasoning in AI systems. Solving these puzzles necessitates inferring aspects of a language's grammatical structure from a small number of examples. Such puzzles provide a natural testbed for language models, as they require compositional generalization and few-shot inductive reasoning. Consisting solely of new puzzles written specifically for this work, modeLing has no risk of appearing in the training data of existing AI systems: this ameliorates the risk of data leakage, a potential confounder for many prior evaluations of reasoning. Evaluating several large open source language models and GPT on our benchmark, we observe non-negligible accuracy, demonstrating few-shot emergent reasoning ability which cannot merely be attributed to shallow memorization. However, imperfect model performance suggests that modeLing can be used to measure further progress in linguistic reasoning.
2512.02677	2025-12-02	2025-12-02	analysis	behavioral observations	Exploring Depth Generalization in Large Language Models for Solving Recursive Logic Tasks	Zhiyuan He	cs.AI	Depth-held-out recursive logic tasks expose transformer failures and looped-model gains	https://arxiv.org/abs/2512.02677	https://arxiv.org/pdf/2512.02677	paper/2025/2512.02677_exploring_depth_generalization_in_large_language_models_for_solving_recu.pdf	Large language models have demonstrated remarkable capabilities across many tasks, yet face significant challenges when dealing with recursive reasoning problems, those requiring the resolution of nested hierarchical structures. While prior research has extensively studied length generalization (a model's ability to handle longer sequences than seen during training), we investigate a distinct and underexplored limitation: depth generalization. Here, depth refers to the number of nested levels in a hierarchical problem, such as the layers of parentheses in a mathematical expression or the nesting of logical clauses in a Boolean formula. Our work reveals that standard transformer architectures struggle with problems involving deeper recursion than encountered during training, even when they perform well on longer but non-nested sequences. This limitation stems from their inability to maintain stack-like behavior, the capacity to track and resolve multiple levels of nested dependencies. Through systematic analysis, we demonstrate how this architectural constraint leads to rapid performance decay as the depth of the recursion increases. To address this challenge, we develop a novel looped locate-and-replace pipeline that decomposes recursive problems into manageable subcomponents. The approach employs two specialized models: a locator that identifies solvable subexpressions and a replacer that evaluates these components while preserving the overall structure. We evaluated this method in three carefully designed domains: Boolean algebra, recursive arithmetic, and propositional logic, each with a controllable depth of recursion. We show that our method effectively alleviates the performance decay when tested on out-of-distribution recursion depth.
2505.22635	2025-05-28	2026-08-30	training	post-training/SFT target design	Learning Composable Chains-of-Thought	Fangcong Yin; Zeyu Leo Liu; Liu Leqi; Xi Ye; Greg Durrett	cs.CL; cs.AI	Composable CoT supervision combines atomic skills on unlabeled target compositions	https://arxiv.org/abs/2505.22635	https://arxiv.org/pdf/2505.22635	paper/2025/2505.22635_learning_composable_chains_of_thought.pdf	"A common approach for teaching large language models (LLMs) to reason is to train on chain-of-thought (CoT) traces of in-distribution reasoning problems, but such annotated data is costly to obtain for every problem of interest. We want reasoning models to generalize beyond their training distribution, and ideally to generalize compositionally: combine atomic reasoning skills to solve harder, unseen reasoning tasks. We take a step towards compositional generalization of reasoning skills when addressing a target compositional task that has no labeled CoT data. We find that simply training models on CoT data of atomic tasks leads to limited generalization, but minimally modifying CoT formats of constituent atomic tasks to be composable can lead to improvements. We can train ""atomic CoT"" models on the atomic tasks with Composable CoT data and combine them with multitask learning or model merging for better zero-shot performance on the target compositional task. Such a combined model can be further bootstrapped on a small amount of compositional data using rejection sampling fine-tuning (RFT). Results on string operations and natural language skill compositions show that training LLMs on Composable CoT outperforms multitask learning and continued fine-tuning baselines within a given training data budget."
2505.20278	2025-05-26	2026-03-02	analysis	empirical mechanisms	Characterizing Pattern Matching and Its Limits on Compositional Task Structures	Hoyeon Chang; Jinho Park; Hanseul Cho; Sohee Yang; Miyoung Ko; Hyeonbin Hwang; Seungpil Won; Dohaeng Lee; Youbin Ahn; Minjoon Seo	cs.CL; cs.LG	Functional-equivalence coverage predicts pattern-matching transfer and path ambiguity limits it	https://arxiv.org/abs/2505.20278	https://arxiv.org/pdf/2505.20278	paper/2025/2505.20278_characterizing_pattern_matching_and_its_limits_on_compositional_task_str.pdf	Despite impressive capabilities, LLMs' successes often rely on pattern-matching behaviors, yet these are also linked to OOD generalization failures in compositional tasks. However, behavioral studies commonly employ task setups that allow multiple generalization sources (e.g., algebraic invariances, structural repetition), obscuring a precise and testable account of how well LLMs perform generalization through pattern matching and their limitations. To address this ambiguity, we first formalize pattern matching as functional equivalence, i.e., identifying pairs of subsequences of inputs that consistently lead to identical results when the rest of the input is held constant. Then, we systematically study how decoder-only Transformer and Mamba behave in controlled tasks with compositional structures that isolate this mechanism. Our formalism yields predictive and quantitative insights: (1) Instance-wise success of pattern matching is well predicted by the number of contexts witnessing the relevant functional equivalence. (2) We prove a tight sample complexity bound of learning a two-hop structure by identifying the exponent of the data scaling law for perfect in-domain generalization. Our empirical results align with the theoretical prediction, under 20x parameter scaling and across architectures. (3) Path ambiguity is a structural barrier: when a variable influences the output via multiple paths, models fail to form unified intermediate state representations, impairing accuracy and interpretability. (4) Chain-of-Thought reduces data requirements yet does not resolve path ambiguity. Hence, we provide a predictive, falsifiable boundary for pattern matching and a foundational diagnostic for disentangling mixed generalization mechanisms.
2502.04667	2025-02-07	2026-02-12	analysis	empirical mechanisms	Compositional Generalization from Learned Skills via CoT Training: A Theoretical and Structural Analysis for Reasoning	Xinhao Yao; Ruifeng Ren; Yun Liao; Lizhong Ding; Yong Liu	cs.LG; cs.AI; cs.CL	Controlled OOD composition reveals two-stage CoT circuits	https://arxiv.org/abs/2502.04667	https://arxiv.org/pdf/2502.04667	paper/2025/2502.04667_compositional_generalization_from_learned_skills_via_cot_training_a_theo.pdf	Chain-of-Thought (CoT) training has markedly advanced the reasoning capabilities of large language models (LLMs), yet the mechanisms by which CoT training enhances generalization remain inadequately understood. In this work, we demonstrate that compositional generalization is fundamental: models systematically combine simpler learned skills during CoT training to address novel and more complex problems. Through a theoretical and structural analysis, we formalize this process: 1) Theoretically, the information-theoretic generalization bounds through distributional divergence can be decomposed into in-distribution (ID) and out-of-distribution (OOD) components. Specifically, the non-CoT models fail on OOD tasks due to unseen compositional patterns, whereas CoT-trained models achieve strong generalization by composing previously learned skills. In addition, controlled experiments and real-world validation confirm that CoT training accelerates convergence and enhances generalization from ID to both ID and OOD scenarios while maintaining robust performance even with tolerable noise. 2) Structurally, CoT training internalizes reasoning into a two-stage compositional circuit, where the number of stages corresponds to the explicit reasoning steps during training. Notably, CoT-trained models resolve intermediate results at shallower layers compared to non-CoT counterparts, freeing up deeper layers to specialize in subsequent reasoning steps. A key insight is that CoT training teaches models how to think-by fostering compositional reasoning-rather than merely what to think, through the provision of correct answers alone. This paper offers valuable insights for designing CoT strategies to enhance LLMs' reasoning robustness.
2502.01612	2025-02-03	2025-02-13	training	post-training/hybrid and self-improvement	Self-Improving Transformers Overcome Easy-to-Hard and Length Generalization Challenges	Nayoung Lee; Ziyang Cai; Avi Schwarzschild; Kangwook Lee; Dimitris Papailiopoulos	cs.LG; cs.AI	Iterative self-training extrapolates arithmetic, string, and maze procedures	https://arxiv.org/abs/2502.01612	https://arxiv.org/pdf/2502.01612	paper/2025/2502.01612_self_improving_transformers_overcome_easy_to_hard_and_length_generalizat.pdf	Large language models often struggle with length generalization and solving complex problem instances beyond their training distribution. We present a self-improvement approach where models iteratively generate and learn from their own solutions, progressively tackling harder problems while maintaining a standard transformer architecture. Across diverse tasks including arithmetic, string manipulation, and maze solving, self-improving enables models to solve problems far beyond their initial training distribution-for instance, generalizing from 10-digit to 100-digit addition without apparent saturation. We observe that in some cases filtering for correct self-generated examples leads to exponential improvements in out-of-distribution performance across training rounds. Additionally, starting from pretrained models significantly accelerates this self-improvement process for several tasks. Our results demonstrate how controlled weak-to-strong curricula can systematically teach a model logical extrapolation without any changes to the positional embeddings, or the model architecture.
